id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	symbol
ENSG00000165995.19	562.312550750574	3.13513341065822	0.198491497758676	15.7947995055682	3.3786573377803e-56	1.58906204377779e-53	CACNB2
ENSG00000116285.12	3245.15300185055	2.43258833972393	0.154107487969273	15.7850106557376	3.94582662723024e-56	1.80279181702968e-53	ERRFI1
ENSG00000136478.7	3705.64822241415	1.49235763936382	0.094698379046447	15.7590621338076	5.95095527412579e-56	2.64338127190404e-53	TEX2
ENSG00000046653.14	1126.3837799415	2.65128959909543	0.169929689267351	15.6022741554252	7.02465486823818e-55	3.03597989183775e-52	GPM6B
ENSG00000162493.16	1058.292406065	1.77226231302974	0.113937215723832	15.5547272396533	1.47783487006259e-54	6.2189624755713e-52	PDPN
ENSG00000154930.14	658.676287495202	1.87099923114055	0.120951790864298	15.4689667492375	5.62018955169562e-54	2.30442182361961e-51	ACSS1
ENSG00000196569.12	17926.5397198897	2.03374219741996	0.132300713726787	15.3721181098073	2.51800676151536e-53	1.0066361530848e-50	LAMA2
ENSG00000107562.16	27599.4411978663	-1.8224294909271	0.118854769445507	-15.3332466120567	4.58486307250435e-53	1.7882084242053e-50	CXCL12
ENSG00000126803.9	464.442916493819	2.51803424946347	0.166632611021572	15.1112932458191	1.36435524322549e-51	5.19462016533782e-49	HSPA2
ENSG00000185432.11	3945.38415581448	2.21251393158389	0.149206498200165	14.8285360106483	9.57995136552286e-50	3.5626279601413e-47	TMT1A
ENSG00000157150.4	191.646182954184	2.90336190408786	0.196364994678267	14.7855370497417	1.81602974264663e-49	6.60002991242325e-47	TIMP4
ENSG00000138316.10	754.451455298323	-2.49036252026815	0.169094739192617	-14.7276167913856	4.28554275761712e-49	1.52289142749012e-46	ADAMTS14
ENSG00000148175.12	13519.0629793036	1.41919083112986	0.0964073548804884	14.7207734605847	4.74205375023651e-49	1.64848220695722e-46	STOM
ENSG00000103196.11	3128.90235928671	2.62597929973582	0.17911369088678	14.6609635853897	1.14634496930062e-48	3.90025583065663e-46	CRISPLD2
ENSG00000172403.10	9150.64464347769	1.75637365867528	0.121066658799312	14.5074926168298	1.0861893734387e-47	3.61859463972046e-45	SYNPO2
ENSG00000148848.14	1357.8828667966	-1.85591728190435	0.129465525812186	-14.335223761395	1.31820990781344e-46	4.29375825854975e-44	ADAM12
ENSG00000164647.8	1852.91044112064	1.56756610990661	0.109360347343329	14.3339532836828	1.34255464278336e-46	4.29375825854975e-44	STEAP1
ENSG00000197381.15	1887.34951176327	2.23281564936555	0.15656238290279	14.261507828173	3.80151009039631e-46	1.19195976187309e-43	ADARB1
ENSG00000187193.8	194.942362355027	3.18924499116299	0.224999906109447	14.1744280978128	1.31913418220519e-45	4.05659128993138e-43	MT1X
ENSG00000167641.10	237.2214868442	3.03232107850807	0.21402873603685	14.1678222030241	1.44925579725924e-45	4.37265084037217e-43	PPP1R14A
ENSG00000162616.8	1436.22936898145	1.31124649534472	0.0926788161584415	14.148287059505	1.91361890743734e-45	5.66679258311675e-43	DNAJB4
ENSG00000102804.14	5293.67889175734	1.19166276299718	0.0845497371859281	14.0942219651927	4.1216529663271e-45	1.19835186517339e-42	TSC22D1
ENSG00000103742.11	376.193904524474	-2.33056569378528	0.165453918535676	-14.0858899832146	4.63778975133589e-45	1.32433742702879e-42	IGDCC4
ENSG00000133142.17	3000.21842202464	1.51535696567831	0.10783873360174	14.0520656638522	7.48193899932478e-45	2.09901204452987e-42	TCEAL4
ENSG00000124762.13	8043.98561807521	-1.00604548290704	0.0723854538964066	-13.8984482206442	6.47295385729514e-44	1.78463801951735e-41	CDKN1A
ENSG00000151726.13	1457.17749282681	1.60463071332205	0.115694311577208	13.8695731142426	9.68514759723797e-44	2.62500330893953e-41	ACSL1
ENSG00000145685.13	2007.4103113598	-1.17250408929274	0.0847847466439981	-13.8291866839675	1.69930940448634e-43	4.52894278119017e-41	LHFPL2
ENSG00000070404.9	1753.87354620773	1.62736626959831	0.117750284050702	13.8204869968516	1.91768082315492e-43	5.0271531218148e-41	FSTL3
ENSG00000134686.18	2879.21789961734	1.4470277472536	0.10522876093042	13.7512571131615	5.00521901612272e-43	1.29094285946481e-40	PHC2
ENSG00000172986.12	773.669175052439	-1.71968943291642	0.125103090480722	-13.7461786620005	5.3691463600898e-43	1.36282570546343e-40	GXYLT2
ENSG00000136999.4	444.177340753183	-2.58987259402814	0.189890649290208	-13.6387579046616	2.35538192681888e-42	5.88514256121261e-40	CCN3
ENSG00000168309.17	143.773456377424	4.81901059260819	0.353594726786378	13.6286268644486	2.70624394978448e-42	6.65777646169287e-40	FAM107A
ENSG00000163431.12	6766.18560133604	1.17994650616513	0.0868515016557221	13.5857928034729	4.86238233650804e-42	1.17809630216818e-39	LMOD1
ENSG00000099337.4	943.985063798213	2.50861687499336	0.186394095727376	13.4586713447325	2.73795187294921e-41	6.53471468661654e-39	KCNK6
ENSG00000130513.6	460.360198981384	-1.90966567394462	0.142215377884764	-13.427982981503	4.14549441470011e-41	9.74861782139257e-39	GDF15
ENSG00000115457.9	1911.92837283218	2.19578212068983	0.164749759366237	13.3279837805932	1.5914065803936e-40	3.68814240972088e-38	IGFBP2
ENSG00000112837.16	2650.02377828649	-1.71852334729747	0.129217202474513	-13.299493522439	2.3304154168562e-40	5.32366756156392e-38	TBX18
ENSG00000149218.4	2034.99424539679	1.94479335555926	0.146747046808315	13.2526916068001	4.35306186791612e-40	9.80419891969672e-38	ENDOD1
ENSG00000138735.15	7422.18842735454	-1.15134196208839	0.0873973896541033	-13.173642446818	1.24445801755545e-39	2.7639066887124e-37	PDE5A
ENSG00000131389.17	738.249657299871	-2.03100514328136	0.155438553200961	-13.0662895495144	5.13077386235786e-39	1.1239206141502e-36	SLC6A6
ENSG00000068383.18	1414.9554747497	1.38413551250479	0.106115921219642	13.0436177398852	6.9098833787612e-39	1.49318844742933e-36	INPP5A
ENSG00000196517.11	238.437181730991	-2.4043946916815	0.184955217041674	-12.9998749434558	1.22543511853182e-38	2.61279106405897e-36	SLC6A9
ENSG00000101825.7	4711.7380181112	-1.30202083869078	0.1001986877023	-12.9943901317272	1.31653061145891e-38	2.77008434313676e-36	MXRA5
ENSG00000162407.8	25978.1160750426	-0.993097783255046	0.0764905622551176	-12.9832721054237	1.52235157340148e-38	3.16154857276143e-36	PLPP3
ENSG00000150907.7	681.22135659705	2.24174914380803	0.173129759849742	12.9483755176096	2.39978598300224e-38	4.91986893002421e-36	FOXO1
ENSG00000122035.6	916.477558949601	2.16202084433677	0.167491706943045	12.9082262268183	4.04511958005231e-38	8.18803888666031e-36	RASL11A
ENSG00000071282.11	4038.02835402139	1.61663234306353	0.125616062964469	12.869630721676	6.67203744872109e-38	1.33365688553124e-35	LMCD1
ENSG00000020577.13	3111.96147250116	1.22494501879398	0.0952680926582593	12.8578728156974	7.76851765406499e-38	1.533658837113e-35	SAMD4A
ENSG00000221866.9	842.598874292776	2.72519312312082	0.212523539706244	12.823017755528	1.21863486967559e-37	2.3764866098759e-35	PLXNA4
ENSG00000185950.8	2261.6111028245	2.11044852997144	0.164908824928155	12.7976688384681	1.68947017826584e-37	3.25497802658422e-35	IRS2
ENSG00000163513.17	13241.5060331953	1.47097478398517	0.115863802733581	12.6957233344701	6.24502796885883e-37	1.18886002678597e-34	TGFBR2
ENSG00000060718.21	350.423467894765	2.36074742505932	0.185976585114724	12.6937884336517	6.40128849630211e-37	1.2042706393455e-34	COL11A1
ENSG00000099998.17	529.678805434854	2.27968090648574	0.179674358101014	12.6878477851808	6.90574347182649e-37	1.28406678904625e-34	GGT5
ENSG00000221869.4	1983.03815999549	1.54045120139278	0.121753091092486	12.6522553766017	1.08708655686605e-36	1.99811507251092e-34	CEBPD
ENSG00000116584.17	2244.26264728496	-1.05153793929883	0.0833470959900083	-12.6163716540872	1.71544598515467e-36	3.11723826688731e-34	ARHGEF2
ENSG00000119138.4	1701.27287412529	2.08326617080308	0.165307722717137	12.602352367819	2.0493969988107e-36	3.6822367874137e-34	KLF9
ENSG00000141401.11	621.407493801484	2.20560768792512	0.17509039471785	12.596965650111	2.19424651478031e-36	3.89868844642799e-34	IMPA2
ENSG00000147027.3	12608.9394146834	1.152570846632	0.0915172500409657	12.5940284057495	2.27746985367025e-36	3.95858917717837e-34	TMEM47
ENSG00000180914.10	539.123952274988	1.8626566651716	0.147893037568346	12.594620381036	2.26044829933932e-36	3.95858917717837e-34	OXTR
ENSG00000146122.16	2579.77650788163	1.66551905296241	0.132331388426692	12.5859712707923	2.5222127030756e-36	4.33684982095505e-34	DAAM2
ENSG00000137809.16	1175.56648716958	-1.68449555135889	0.134782867695616	-12.4978462037404	7.6701254514657e-36	1.30481889462115e-33	ITGA11
ENSG00000131831.17	1007.64846922656	1.45816868330996	0.116731985623791	12.49159496018	8.29733692123283e-36	1.3966601548151e-33	RAI2
ENSG00000008256.15	3724.37717403465	1.21079260330876	0.0975507538571533	12.4119246180482	2.25174129927329e-35	3.75079115798742e-33	CYTH3
ENSG00000169715.14	553.263030632921	2.22149739861036	0.179589412372744	12.3698684084982	3.80444170493801e-35	6.27183786635708e-33	MT1E
ENSG00000134363.11	2739.58468139457	-1.53871160160423	0.124494440512841	-12.3596812457302	4.31865785478021e-35	7.04690385263167e-33	FST
ENSG00000170214.4	209.579815874265	4.04191579525077	0.327954565783596	12.3246212035293	6.675643228597e-35	1.07828495826762e-32	ADRA1B
ENSG00000100242.15	3898.34853797116	1.70302952901129	0.13820606612206	12.3223934867462	6.86267502799973e-35	1.09741036372744e-32	SUN2
